timestamp,endpoint,query,paperId,title,year,authors,venue,citations,url
2025-06-21T01-26-29-807Z,searchPapers,Language Models are Few Shot Learners,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,Language Models are Few-Shot Learners,2020,Tom B. Brown; Benjamin Mann; Nick Ryder; Melanie Subbiah; J. Kaplan; Prafulla Dhariwal; Arvind Neelakantan; Pranav Shyam; Girish Sastry; Amanda Askell; Sandhini Agarwal; Ariel Herbert-Voss; Gretchen Krueger; T. Henighan; R. Child; A. Ramesh; Daniel M. Ziegler; Jeff Wu; Clemens Winter; Christopher Hesse; Mark Chen; Eric Sigler; Ma-teusz Litwin; Scott Gray; Benjamin Chess; Jack Clark; Christopher Berner; Sam McCandlish; Alec Radford; I. Sutskever; Dario Amodei,Neural Information Processing Systems,42352,https://www.semanticscholar.org/paper/90abbc2cf38462b954ae1b772fac9532e2ccd8b0
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,236445f0a3b1e30b2542e5e64616ff6a8af7e3ea,Language Models are Few-shot Learners for Prognostic Prediction,2023,Zekai Chen; Mariann Micsinai Balan; Kevin Brown,arXiv.org,90,https://www.semanticscholar.org/paper/236445f0a3b1e30b2542e5e64616ff6a8af7e3ea
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,f30444fbb6ad806168e2564db4815cd27faa7fd9,It’s Not Just Size That Matters: Small Language Models Are Also Few-Shot Learners,2020,Timo Schick; Hinrich Schütze,North American Chapter of the Association for Computational Linguistics,974,https://www.semanticscholar.org/paper/f30444fbb6ad806168e2564db4815cd27faa7fd9
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,ff0b2681d7b05e16c46dfb71d980cc2f605907cd,Finetuned Language Models Are Zero-Shot Learners,2021,Jason Wei; Maarten Bosma; Vincent Zhao; Kelvin Guu; Adams Wei Yu; Brian Lester; Nan Du; Andrew M. Dai; Quoc V. Le,International Conference on Learning Representations,3783,https://www.semanticscholar.org/paper/ff0b2681d7b05e16c46dfb71d980cc2f605907cd
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,85e7d63f75c0916bd350a229e040c5fbb1472e7a,Making Pre-trained Language Models Better Few-shot Learners,2021,Tianyu Gao; Adam Fisch; Danqi Chen,Annual Meeting of the Association for Computational Linguistics,1971,https://www.semanticscholar.org/paper/85e7d63f75c0916bd350a229e040c5fbb1472e7a
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,6dd44624ac912fb50c21c691806ee52d27e73abb,Large Language Models are Few-Shot Health Learners,2023,Xin Liu; Daniel J. McDuff; G. Kovács; I. Galatzer-Levy; Jacob Sunshine; Jiening Zhan; M. Poh; Shun Liao; P. Achille; Shwetak N. Patel,arXiv.org,113,https://www.semanticscholar.org/paper/6dd44624ac912fb50c21c691806ee52d27e73abb
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,42fc019b2668c9d9d984154d4c57f6c6d5a91619,Language Models are Few-shot Multilingual Learners,2021,Genta Indra Winata; Andrea Madotto; Zhaojiang Lin; Rosanne Liu; J. Yosinski; Pascale Fung,MRL,137,https://www.semanticscholar.org/paper/42fc019b2668c9d9d984154d4c57f6c6d5a91619
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,9405cc0d6169988371b2755e573cc28650d14dfe,Language Models are Unsupervised Multitask Learners,2019,Alec Radford; Jeff Wu; R. Child; D. Luan; Dario Amodei; I. Sutskever,,23071,https://www.semanticscholar.org/paper/9405cc0d6169988371b2755e573cc28650d14dfe
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,e7ad08848d5d7c5c47673ffe0da06af443643bda,Large Language Models are Zero-Shot Reasoners,2022,Takeshi Kojima; S. Gu; Machel Reid; Yutaka Matsuo; Yusuke Iwasawa,Neural Information Processing Systems,4495,https://www.semanticscholar.org/paper/e7ad08848d5d7c5c47673ffe0da06af443643bda
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,b65b7f480a61d3dd31d8117b349cabc87c8ccf6c,Bidirectional Language Models Are Also Few-shot Learners,2022,Ajay Patel; Bryan Li; Mohammad Sadegh Rasooli; Noah Constant; Colin Raffel; Chris Callison-Burch,International Conference on Learning Representations,47,https://www.semanticscholar.org/paper/b65b7f480a61d3dd31d8117b349cabc87c8ccf6c
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,9b56086e420ecb216f85d408a25264f640e46705,Differentiable Prompt Makes Pre-trained Language Models Better Few-shot Learners,2021,Ningyu Zhang; Luoqiu Li; Xiang Chen; Shumin Deng; Zhen Bi; Chuanqi Tan; Fei Huang; Huajun Chen,International Conference on Learning Representations,179,https://www.semanticscholar.org/paper/9b56086e420ecb216f85d408a25264f640e46705
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,86d0d3855f94105e25d81cab9f3d269c6062a9c4,Selective Annotation Makes Language Models Better Few-Shot Learners,2022,Hongjin Su; Jungo Kasai; Chen Henry Wu; Weijia Shi; Tianlu Wang; Jiayi Xin; Rui Zhang; Mari Ostendorf; Luke Zettlemoyer; Noah A. Smith; Tao Yu,International Conference on Learning Representations,261,https://www.semanticscholar.org/paper/86d0d3855f94105e25d81cab9f3d269c6062a9c4
2025-06-21T01-26-29-807Z.csv,searchPapers,Language Models are Few Shot Learners,18bd22b1b6091bec3c4b8f51ef97c7f11d7f110e,CLIP Models are Few-Shot Learners: Empirical Studies on VQA and Visual Entailment,2022,Haoyu Song; Li Dong; Weinan Zhang; Ting Liu; Furu Wei,Annual Meeting of the Association for Computational Linguistics,139,https://www.semanticscholar.org/paper/18bd22b1b6091bec3c4b8f51ef97c7f11d7f110e
