timestamp,endpoint,query,paperId,title,year,authors,venue,citations,url
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,d68cdcb5622fe6fce2b4014fc0b8164282f4071f,Intramyocellular triglyceride content is a determinant of in vivo insulin resistance in humans: a 1H-13C nuclear magnetic resonance spectroscopy assessment in offspring of type 2 diabetic parents.,1999,G. Perseghin; P. Scifo; F. Cobelli; E. Pagliato; A. Battezzati; C. Arcelloni; A. Vanzulli; G. Testolin; G. Pozza; A. D. Maschio; L. Luzi,Diabetes,912,https://www.semanticscholar.org/paper/d68cdcb5622fe6fce2b4014fc0b8164282f4071f
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,74fedc497cf99f5b9a6a2a2c706bbfddd282f8de,"Diabetic retinopathy and diabetic macular edema: pathophysiology, screening, and novel therapies.",2003,T. Ciulla; A. Amador; B. Zinman,Diabetes Care,837,https://www.semanticscholar.org/paper/74fedc497cf99f5b9a6a2a2c706bbfddd282f8de
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,9b0cbb067a5c525931d965cb0bc23732bdcf5063,Detection of silent myocardial ischemia in asymptomatic diabetic subjects: the DIAD study.,2004,F. Wackers; L. Young; S. Inzucchi; D. Chyun; J. Davey; E. Barrett; R. Taillefer; S. Wittlin; G. Heller; N. Filipchuk; S. Engel; R. Ratner; A. Iskandrian,Diabetes Care,851,https://www.semanticscholar.org/paper/9b0cbb067a5c525931d965cb0bc23732bdcf5063
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,c8b880cb3a97d08016146ee455de11b4e238c5c8,JBS 2: Joint British Societies9 guidelines on prevention of cardiovascular disease in clinical practice,2005,Diabetes Uk; H. Uk,,635,https://www.semanticscholar.org/paper/c8b880cb3a97d08016146ee455de11b4e238c5c8
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,c94d714919783cbc5c0b0fb755d95987b2046c9c,Patient Empowerment: Results of a randomized controlled trial,1995,R. M. Anderson; M. Funnell; P. Butler; M. Arnold; James T. Fitzgerald; C. Feste,Diabetes Care,879,https://www.semanticscholar.org/paper/c94d714919783cbc5c0b0fb755d95987b2046c9c
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,3d25395a6696225757314dfae57d144eb5d4cf4e,Clinical Practice Recommendations,2009,M. Fowler,Clinical Diabetes,632,https://www.semanticscholar.org/paper/3d25395a6696225757314dfae57d144eb5d4cf4e
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,fd05abc9e0cc656a097097fce8240132bfdf6181,Current Epidemiology of Diabetic Retinopathy and Diabetic Macular Edema,2012,Jie Ding; T. Wong,Current Diabetes Reports,449,https://www.semanticscholar.org/paper/fd05abc9e0cc656a097097fce8240132bfdf6181
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,89f5bf64192df1ff63ff1dc7003189953b13d0a9,The Stages in Diabetic Renal Disease: With Emphasis on the Stage of Incipient Diabetic Nephropathy,1983,C. Mogensen; C. Christensen; E. Vittinghus,Diabetes,953,https://www.semanticscholar.org/paper/89f5bf64192df1ff63ff1dc7003189953b13d0a9
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,9bc445ade4d6137b60964183286d47d43809c81a,A1C Versus Glucose Testing: A Comparison,2011,D. Sacks,Diabetes Care,445,https://www.semanticscholar.org/paper/9bc445ade4d6137b60964183286d47d43809c81a
2025-06-20T18-15-15-499Z.csv,searchPapers,Diabetes,e9b739b45a1c3deb0092f3735ca819de41698622,Prospective Analysis of The Insulin-Resistance Syndrome (Syndrome X),1992,S. Haffner; R. Valdez; H. Hazuda; B. Mitchell; P. Morales; M. Stern,Diabetes,854,https://www.semanticscholar.org/paper/e9b739b45a1c3deb0092f3735ca819de41698622
